Companies,SectorCategory,HQ_Country,Countries_Filled,Backdate,Responded,German,Regions,Response.Sectors,Responded.To,Tags
China National Water Resources & Hydropower Engineering (Sinohydro),Extractive,CN,LA,2023-02-27,No,0,NA,NA,Laos: Villagers concerned over Pak Lay dam as relocation and compensation plans remain unclear,Chinese Overseas Investment
Meta (formerly Facebook),Information technology,US,MM,2023-02-17,Yes,0,NA,Technology: Internet & social media,Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
TikTok (part of ByteDance),Information technology,CN,MM,2023-02-24,Yes,0,NA,Technology: Internet & social media,Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
Cognyte Software Ltd,Information technology,IL,MM,2023-02-27,No,0,NA,"Technology, telecom & electronics",Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
YouTube (part of Alphabet),Information technology,US,MM,2023-02-27,No,0,NA,Technology: Internet & social media,Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
Telegram,Information technology,AE,MM,2023-02-27,No,0,NA,"Technology, telecom & electronics",Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
Dahua Technology,Information technology,CN,MM,2023-02-27,No,0,NA,Technology: General,Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
Huawei,Information technology,CN,MM,2023-02-27,No,0,NA,Technology: General,Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
Hikvision,Information technology,CN,MM,2023-02-20,Yes,0,NA,"Technology, telecom & electronics",Myanmar: Access Now statement calls out companies for allegedly helping junta build an attack & surveillance infrastructure; incl. company statements,Complicity|Right to Privacy|Surveillance
AviChina lndustry & Technology,Infrastructure and utilities,CN,MM,2023-02-27,No,0,NA,Manufacturing: General,Myanmar: Norway's sovereign wealth fund drops AviChina & Bharat Electronics for selling light combat aircraft & weapons system to the junta,Complicity|Security Issues & Conflict Zones
Bharat Electronics,Information technology,IN,MM,2023-02-27,Yes,0,NA,"Technology, telecom & electronics",Myanmar: Norway's sovereign wealth fund drops AviChina & Bharat Electronics for selling light combat aircraft & weapons system to the junta,Complicity|Security Issues & Conflict Zones
LKAB,Extractive,SE,SE,2023-02-27,Yes,0,NA,Mining,Sámi lands allegedly under threat as mining expands for the energy transition,"Climate Crisis|Climate Justice|Free, prior & informed consent|Indigenous Peoples|Land Rights"
Lidl,Retail and consumer products,DE,MM,2023-02-28,Yes,1,NA,NA,Myanmar: Workers in garment factory report verbal abuse & clothes thrown at them by management incl. co. responses,Labour Rights
Inditex|OYSHO (part of Inditex)|Pull & Bear (part of Inditex)|Stradivarius (part of Inditex)|Zara (part of Inditex),Retail and consumer products,ES,MM,2023-03-03,Yes,0,NA,Clothing & textile,Myanmar: Myanmar Lucky Fortune factory allegedly rejects worker votes for Workplace Coordination Committee to ensure employer-preferred candidates win; incl. co. responses,Labour Rights
Creaciones Selene,Retail and consumer products,ES,MM,2023-02-28,No,0,NA,NA,Myanmar: Garment workers who protested working conditions met with physical abuse & threats of dismissal; incl. co. responses,Labour Rights
New Yorker,Retail and consumer products,DE,MM,2023-02-28,No,1,NA,NA,Myanmar: Garment workers who protested working conditions met with physical abuse & threats of dismissal; incl. co. responses,Labour Rights
AEON|Topvalu Collection (part of AEON),Retail and consumer products,MY,MM,2023-05-29,Yes,0,NA,NA,Myanmar: Garment workers at Sunrise Myanmar allegedly forced to sleep overnight at the factory to complete targets incl. co. responses,Labour Rights
Codelco,Extractive,CL,EC,2023-02-17,No,0,NA,Mining,"Ecuador: Mining projects of Codelco, ENAMI, ECSA and Solaris Resources face allegations of ""environmental damage or complicity with violent actors"", says NGO","Clean, Healthy & Sustainable Environment|Free, prior & informed consent|Intimidation|Protection from arbitrary arrest, detention or exile"
Empresa Nacional Minera del Ecuador (ENAMI),Extractive,EC,EC,2023-02-17,No,0,NA,Mining,"Ecuador: Mining projects of Codelco, ENAMI, ECSA and Solaris Resources face allegations of ""environmental damage or complicity with violent actors"", says NGO","Clean, Healthy & Sustainable Environment|Free, prior & informed consent|Intimidation|Protection from arbitrary arrest, detention or exile"
EcuaCorriente SA (JV between Tongling Nonferrous Metals (70%) and China Railway Construction Corporation (30%)),Extractive,EC,EC,2023-02-17,No,0,NA,Mining,"Ecuador: Mining projects of Codelco, ENAMI, ECSA and Solaris Resources face allegations of ""environmental damage or complicity with violent actors"", says NGO","Clean, Healthy & Sustainable Environment|Displacement|Indigenous Peoples|Land Rights"
American Lithium (former Plateau Energy Metals)|Macusani Yellowcake (part of American Lithium),Extractive,CA,PE,2023-02-17,No,0,NA,Mining,"Peru: American Lithium mining projects in Puno threaten community health, the environment and national cultural patrimony, say organisations","Clean, Healthy & Sustainable Environment|Free, prior & informed consent|Land Rights|Soil pollution|Water pollution"
Auchan,Retail and consumer products,FR,MM,2023-03-02,Yes,0,NA,Clothing & textile,Myanmar: Garment workers allege Workplace Coordination Committees in factories work in collusion with employers to 'oppress' workers; incl. co. responses,Labour Rights
Primark (part of Associated British Foods),Retail and consumer products,GB,MM,2023-03-03,Yes,0,NA,Clothing & textile,Myanmar: Union members at Guotai Huasheng Glory Fashion factory allegedly discriminated by employers; incl. co. responses,Labour Rights
Minera El Roble (part of Atico Mining),Extractive,CO,CO,2023-02-23,Yes,0,NA,Mining,"Colombia: El Roble mine activities alleged to have impacts on the environment, community health and labour rights","Access to Information|Clean, Healthy & Sustainable Environment|Lawsuits & regulatory action|Water pollution"
Hennes & Mauritz (H&M),Retail and consumer products,SE,MM,2023-03-01,Yes,0,NA,NA,Myanmar: Myanmar Jiale Fashion Garment factory accused of workers' rights violations incl. wage cuts & collusion between Workplace Coordination Committee and employer; incl. co. responses,Labour Rights
Hunkemoller,Retail and consumer products,NL,MM,2023-03-01,Yes,0,NA,NA,"Myanmar: Garment factory accused of denying workers' leave, imposing excessive production targets & verbal abuse; incl. co. response",Labour Rights
LPP Spółka Akcyjna|Sinsay (part of LPP S.A.),Retail and consumer products,PL,MM,2023-03-01,Yes,0,NA,Clothing & textile,Myanmar: Military reportedly files arrest orders for labour leaders; incl co. responses,Labour Rights
PEP&CO,Retail and consumer products,GB,MM,2023-03-02,Yes,0,NA,NA,Myanmar: Supervisor at garment factory allegedly dismissed after requesting reduction in production targets; incl. co. responses,Labour Rights
Dunnes Stores,Retail and consumer products,IE,MM,2023-03-01,No,0,NA,NA,NA,Labour Rights
Tendam,Retail and consumer products,ES,MM,2023-03-01,Yes,0,NA,NA,Myanmar: Garment workers allegedly denied social security benefits & leave at factory; incl. co. response,Labour Rights
American Holic,Retail and consumer products,JP,MM,2023-03-01,No,0,NA,NA,Myanmar: Garment factory reportedly violating workers' rights incl. verbal abuse & excessive production targets; incl. co. response,Labour Rights
Marks & Spencer,Retail and consumer products,GB,MM,2023-03-02,Yes,0,NA,"Clothing & textile|Luggage, backpacks & bags",NA,Labour Rights
Atico Mining,Extractive,CA,CO,2023-03-01,No,0,NA,Mining,"Colombia: El Roble mine activities alleged to have impacts on the environment, community health and labour rights","Access to Information|Clean, Healthy & Sustainable Environment|Lawsuits & regulatory action|Water pollution"
AngloGold Ashanti|Quebradona (part of AngloGold Ashanti),Extractive,CO,CO,2023-03-01,Yes,0,NA,Mining,Colombia: Communities share concerns about the environmental and social impacts of the Quebradona Mining Project,"Access to Water|Clean, Healthy & Sustainable Environment|Cultural Rights|Lawsuits & regulatory action"
Texas Instruments,Information technology,US,RU|US,2023-03-01,Yes,0,Europe & Central Asia,"Technology, telecom & electronics",NA,Complicity|Deaths|Sanctions|Security Issues & Conflict Zones|Trade
Traco Power Company,Information technology,CH,CH|RU|UA,2023-03-02,Yes,0,Europe & Central Asia,"Technology, telecom & electronics","Western-made components found in weapons used in Russia’s suspected Ukraine war crimes, new investigation reveals",Complicity|Deaths|Sanctions|Security Issues & Conflict Zones|Trade
HALO Electronics,Information technology,US,RU|UA|US,2023-03-01,Yes,0,Europe & Central Asia,"Technology, telecom & electronics","Western-made components found in weapons used in Russia’s suspected Ukraine war crimes, new investigation reveals",Complicity|Deaths|Sanctions|Security Issues & Conflict Zones|Trade
Microchip Technology,Information technology,US,RU|UA|US,2023-03-02,Yes,0,Europe & Central Asia,"Technology, telecom & electronics","Western-made components found in weapons used in Russia’s suspected Ukraine war crimes, new investigation reveals",Complicity|Deaths|Sanctions|Security Issues & Conflict Zones|Trade
Eurasian Development Bank,Other,KZ,AM,2023-03-03,No,0,Europe & Central Asia,Mining,"Armenia: Govt. signs investment agreement with Eurasian Development Bank for Amulsar gold mine, despite years of community protests over environmental & health concerns","Access to Water|Clean, Healthy & Sustainable Environment|Economic, Social, and Cultural Rights|Impact Assessment|Impact on notable or protected areas|Protests|Water pollution"
Shell plc,Extractive,GB,GB|RU|TR,2023-03-02,Yes,0,Europe & Central Asia,"Oil, gas & coal","Shell & Vitol allegedly deliver Russian oil to Europe through Turkey despite EU embargo, new investigation reveals; incl. cos. comments",Sanctions|Security Issues & Conflict Zones|Trade
International Group of P&I Clubs (IGP&I),Financial services,GB,GB|RU,2023-03-01,No,0,Europe & Central Asia,Insurance|Shipping & handling: General,"CSO coalition urges companies engaged in business with Russia to take immediate steps in response to ongoing war against Ukraine, incl. cos. responses & non-responses",Complicity|Divestment|Security Issues & Conflict Zones|UN Guiding Principles on Business & Human Rights (UNGPs)
Cargill,Food and beverage,US,RU|US,2023-03-01,No,0,Europe & Central Asia,Food & beverage,"CSO coalition urges companies engaged in business with Russia to take immediate steps in response to ongoing war against Ukraine, incl. cos. responses & non-responses",Complicity|Trade|UN Guiding Principles on Business & Human Rights (UNGPs)
Tsingshan Group,Heavy manufacturing,CN,ID,2023-03-06,No,0,NA,NA,Indonesia: Three Chinese nickel workers file complaint to national human rights commission over workplace conditions; Companies did not respond,Chinese Overseas Investment
PT Indonesia Morowali Industrial Park,Extractive,ID,ID,2023-03-06,No,0,NA,NA,Indonesia: Three Chinese nickel workers file complaint to national human rights commission over workplace conditions; Companies did not respond,Chinese Overseas Investment
"NISSIN Foods Holdings Co., Ltd.",Food and beverage,JP,ID,2023-02-27,Yes,0,NA,Agriculture/food/beverage/tobacco/fishing: General|Food & beverage,Indonesia: RAN reports abuse of Indigenous rights of Long Isun Village by timber companies allegedly controlled by Harita Group and calls for sourcing global brands to engage; incl. co. responses,"Free, prior & informed consent|Indigenous Peoples|Land Rights|Supply Chains"
Nestlé,Food and beverage,CH,ID,2023-02-27,Yes,0,NA,Food & beverage,Indonesia: RAN reports abuse of Indigenous rights of Long Isun Village by timber companies allegedly controlled by Harita Group and calls for sourcing global brands to engage; incl. co. responses,"Free, prior & informed consent|Indigenous Peoples|Land Rights|Supply Chains"
